"model","time","sex","outcome","term","coefficient"
"full","30yr","male","total_cvd","bmi_lt_30",0
"full","30yr","female","ascvd","bmi_lt_30",0
"full","30yr","male","ascvd","bmi_lt_30",0
"full","30yr","female","heart_failure","bmi_lt_30",0.0564656
"full","30yr","male","heart_failure","bmi_lt_30",0.0640931
"full","30yr","female","chd","bmi_lt_30",0
"full","30yr","male","chd","bmi_lt_30",0
"full","30yr","female","stroke","bmi_lt_30",0
"full","30yr","male","stroke","bmi_lt_30",0
"full","30yr","female","total_cvd","bmi_gte_30",0
"full","30yr","male","total_cvd","bmi_gte_30",0
"full","30yr","female","ascvd","bmi_gte_30",0
"full","30yr","male","ascvd","bmi_gte_30",0
"full","30yr","female","heart_failure","bmi_gte_30",0.2363857
"full","30yr","male","heart_failure","bmi_gte_30",0.2643081
"full","30yr","female","chd","bmi_gte_30",0
"full","30yr","male","chd","bmi_gte_30",0
"full","30yr","female","stroke","bmi_gte_30",0
"full","30yr","male","stroke","bmi_gte_30",0
"full","30yr","female","total_cvd","egfr_lt_60",0.1017102
"full","30yr","male","total_cvd","egfr_lt_60",0.0246102
"full","30yr","female","ascvd","egfr_lt_60",0.0354338
"full","30yr","male","ascvd","egfr_lt_60",-0.077507
"full","30yr","female","heart_failure","egfr_lt_60",0.1971295
"full","30yr","male","heart_failure","egfr_lt_60",0.1354588
"full","30yr","female","chd","egfr_lt_60",0.0585928
"full","30yr","male","chd","egfr_lt_60",-0.0707959
"full","30yr","female","stroke","egfr_lt_60",0.0206737
"full","30yr","male","stroke","egfr_lt_60",-0.0386502
"full","30yr","female","total_cvd","egfr_gte_60",0.0622643
"full","30yr","male","total_cvd","egfr_gte_60",0.0552014
"full","30yr","female","ascvd","egfr_gte_60",0.0573093
"full","30yr","male","ascvd","egfr_gte_60",0.0583407
"full","30yr","female","heart_failure","egfr_gte_60",0.0735227
"full","30yr","male","heart_failure","egfr_gte_60",0.0570689
"full","30yr","female","chd","egfr_gte_60",0.0452655
"full","30yr","male","chd","egfr_gte_60",0.054403
"full","30yr","female","stroke","egfr_gte_60",0.0672637
"full","30yr","male","stroke","egfr_gte_60",0.0596336
"full","30yr","female","total_cvd","bp_tx",0.2872416
"full","30yr","male","total_cvd","bp_tx",0.1979729
"full","30yr","female","ascvd","bp_tx",0.1840085
"full","30yr","male","ascvd","bp_tx",0.1120322
"full","30yr","female","heart_failure","bp_tx",0.3219386
"full","30yr","male","heart_failure","bp_tx",0.220666
"full","30yr","female","chd","bp_tx",0.1634427
"full","30yr","male","chd","bp_tx",0.0539143
"full","30yr","female","stroke","bp_tx",0.1935897
"full","30yr","male","stroke","bp_tx",0.1833799
"full","30yr","female","total_cvd","statin",-0.0768135
"full","30yr","male","total_cvd","statin",-0.0407714
"full","30yr","female","ascvd","statin",0.0117504
"full","30yr","male","ascvd","statin",-0.0025063
"full","30yr","female","heart_failure","statin",0
"full","30yr","male","heart_failure","statin",0
"full","30yr","female","chd","statin",0.0242915
"full","30yr","male","chd","statin",0.0214637
"full","30yr","female","stroke","statin",-0.0118966
"full","30yr","male","stroke","statin",-0.0188846
"full","30yr","female","total_cvd","bp_tx_sbp_gte_110",-0.0557282
"full","30yr","male","total_cvd","bp_tx_sbp_gte_110",-0.0365522
"full","30yr","female","ascvd","bp_tx_sbp_gte_110",-0.0331945
"full","30yr","male","ascvd","bp_tx_sbp_gte_110",-0.0256116
"full","30yr","female","heart_failure","bp_tx_sbp_gte_110",-0.0880321
"full","30yr","male","heart_failure","bp_tx_sbp_gte_110",-0.0436769
"full","30yr","female","chd","bp_tx_sbp_gte_110",-0.0836302
"full","30yr","male","chd","bp_tx_sbp_gte_110",-0.0603516
"full","30yr","female","stroke","bp_tx_sbp_gte_110",-0.0056774
"full","30yr","male","stroke","bp_tx_sbp_gte_110",0.0181289
"full","30yr","female","total_cvd","statin_non_hdl_c",0.0917585
"full","30yr","male","total_cvd","statin_non_hdl_c",0.1232822
"full","30yr","female","ascvd","statin_non_hdl_c",0.0664311
"full","30yr","male","ascvd","statin_non_hdl_c",0.0886745
"full","30yr","female","heart_failure","statin_non_hdl_c",0
"full","30yr","male","heart_failure","statin_non_hdl_c",0
"full","30yr","female","chd","statin_non_hdl_c",0.0714966
"full","30yr","male","chd","statin_non_hdl_c",0.0616356
"full","30yr","female","stroke","statin_non_hdl_c",0.0598872
"full","30yr","male","stroke","statin_non_hdl_c",0.1258208
"full","30yr","female","total_cvd","age_non_hdl_c",-0.0679131
"full","30yr","male","total_cvd","age_non_hdl_c",-0.0441334
"full","30yr","female","ascvd","age_non_hdl_c",-0.0492826
"full","30yr","male","ascvd","age_non_hdl_c",-0.0254507
"full","30yr","female","heart_failure","age_non_hdl_c",0
"full","30yr","male","heart_failure","age_non_hdl_c",0
"full","30yr","female","chd","age_non_hdl_c",-0.0586624
"full","30yr","male","chd","age_non_hdl_c",-0.0517511
"full","30yr","female","stroke","age_non_hdl_c",-0.0343871
"full","30yr","male","stroke","age_non_hdl_c",0.0267826
"full","30yr","female","total_cvd","age_hdl_c",0.029076
"full","30yr","male","total_cvd","age_hdl_c",0.0177865
"full","30yr","female","ascvd","age_hdl_c",0.0288888
"full","30yr","male","ascvd","age_hdl_c",0.0244639
"full","30yr","female","heart_failure","age_hdl_c",0
"full","30yr","male","heart_failure","age_hdl_c",0
"full","30yr","female","chd","age_hdl_c",0.0469044
"full","30yr","male","chd","age_hdl_c",0.0506964
"full","30yr","female","stroke","age_hdl_c",0.013539
"full","30yr","male","stroke","age_hdl_c",-0.0116181
"full","30yr","female","total_cvd","age_sbp_gte_110",-0.0907755
"full","30yr","male","total_cvd","age_sbp_gte_110",-0.1046657
"full","30yr","female","ascvd","age_sbp_gte_110",-0.0964709
"full","30yr","male","ascvd","age_sbp_gte_110",-0.0869146
"full","30yr","female","heart_failure","age_sbp_gte_110",-0.0863132
"full","30yr","male","heart_failure","age_sbp_gte_110",-0.1168376
"full","30yr","female","chd","age_sbp_gte_110",-0.0777709
"full","30yr","male","chd","age_sbp_gte_110",-0.0754965
"full","30yr","female","stroke","age_sbp_gte_110",-0.1102987
"full","30yr","male","stroke","age_sbp_gte_110",-0.1063796
"full","30yr","female","total_cvd","age_dm",-0.2702118
"full","30yr","male","total_cvd","age_dm",-0.2116113
"full","30yr","female","ascvd","age_dm",-0.2279648
"full","30yr","male","ascvd","age_dm",-0.165745
"full","30yr","female","heart_failure","age_dm",-0.3425359
"full","30yr","male","heart_failure","age_dm",-0.2730055
"full","30yr","female","chd","age_dm",-0.2216709
"full","30yr","male","chd","age_dm",-0.1773555
"full","30yr","female","stroke","age_dm",-0.2305906
"full","30yr","male","stroke","age_dm",-0.1519443
"full","30yr","female","total_cvd","age_smoking",-0.1373216
"full","30yr","male","total_cvd","age_smoking",-0.1277905
"full","30yr","female","ascvd","age_smoking",-0.120405
"full","30yr","male","ascvd","age_smoking",-0.1244714
"full","30yr","female","heart_failure","age_smoking",-0.181405
"full","30yr","male","heart_failure","age_smoking",-0.1573691
"full","30yr","female","chd","age_smoking",-0.1092446
"full","30yr","male","chd","age_smoking",-0.1355626
"full","30yr","female","stroke","age_smoking",-0.1298535
"full","30yr","male","stroke","age_smoking",-0.1002027
"full","30yr","female","total_cvd","age_bmi_gte_30",0
"full","30yr","male","total_cvd","age_bmi_gte_30",0
"full","30yr","female","ascvd","age_bmi_gte_30",0
"full","30yr","male","ascvd","age_bmi_gte_30",0
"full","30yr","female","heart_failure","age_bmi_gte_30",0.0031285
"full","30yr","male","heart_failure","age_bmi_gte_30",-0.0174998
"full","30yr","female","chd","age_bmi_gte_30",0
"full","30yr","male","chd","age_bmi_gte_30",0
"full","30yr","female","stroke","age_bmi_gte_30",0
"full","30yr","male","stroke","age_bmi_gte_30",0
"full","30yr","female","total_cvd","age_egfr_lt_60",-0.1255864
"full","30yr","male","total_cvd","age_egfr_lt_60",-0.0955922
"full","30yr","female","ascvd","age_egfr_lt_60",-0.1157635
"full","30yr","male","ascvd","age_egfr_lt_60",-0.0624552
"full","30yr","female","heart_failure","age_egfr_lt_60",-0.1356989
"full","30yr","male","heart_failure","age_egfr_lt_60",-0.1128676
"full","30yr","female","chd","age_egfr_lt_60",-0.0992136
"full","30yr","male","chd","age_egfr_lt_60",-0.007771
"full","30yr","female","stroke","age_egfr_lt_60",-0.1172069
"full","30yr","male","stroke","age_egfr_lt_60",-0.1214285
"full","30yr","female","total_cvd","sdi_4_to_6",0.1067741
"full","30yr","male","total_cvd","sdi_4_to_6",0.0256704
"full","30yr","female","ascvd","sdi_4_to_6",0.1107632
"full","30yr","male","ascvd","sdi_4_to_6",0.015675
"full","30yr","female","heart_failure","sdi_4_to_6",0.0847634
"full","30yr","male","heart_failure","sdi_4_to_6",0.057746
"full","30yr","female","chd","sdi_4_to_6",0.1325148
"full","30yr","male","chd","sdi_4_to_6",0.0213662
"full","30yr","female","stroke","sdi_4_to_6",0.0734163
"full","30yr","male","stroke","sdi_4_to_6",0.0329762
"full","30yr","female","total_cvd","sdi_7_to_10",0.1853138
"full","30yr","male","total_cvd","sdi_7_to_10",0.1887637
"full","30yr","female","ascvd","sdi_7_to_10",0.1840367
"full","30yr","male","ascvd","sdi_7_to_10",0.1864231
"full","30yr","female","heart_failure","sdi_7_to_10",0.18397
"full","30yr","male","heart_failure","sdi_7_to_10",0.2446441
"full","30yr","female","chd","sdi_7_to_10",0.1837377
"full","30yr","male","chd","sdi_7_to_10",0.1468633
"full","30yr","female","stroke","sdi_7_to_10",0.1614884
"full","30yr","male","stroke","sdi_7_to_10",0.2360916
"full","30yr","female","total_cvd","missing_sdi",0.1567115
"full","30yr","male","total_cvd","missing_sdi",0.089241
"full","30yr","female","ascvd","missing_sdi",0.1308962
"full","30yr","male","ascvd","missing_sdi",0.0845697
"full","30yr","female","heart_failure","missing_sdi",0.1485802
"full","30yr","male","heart_failure","missing_sdi",0.1076782
"full","30yr","female","chd","missing_sdi",0.1285162
"full","30yr","male","chd","missing_sdi",0.0369637
"full","30yr","female","stroke","missing_sdi",0.1096146
"full","30yr","male","stroke","missing_sdi",0.1347158
"full","30yr","female","total_cvd","ln_uacr",0.1028065
"full","30yr","male","total_cvd","ln_uacr",0.0894596
"full","30yr","female","ascvd","ln_uacr",0.0810739
"full","30yr","male","ascvd","ln_uacr",0.0560171
"full","30yr","female","heart_failure","ln_uacr",0.1273306
"full","30yr","male","heart_failure","ln_uacr",0.1233486
"full","30yr","female","chd","ln_uacr",0.0827556
"full","30yr","male","chd","ln_uacr",0.0548478
"full","30yr","female","stroke","ln_uacr",0.0726809
"full","30yr","male","stroke","ln_uacr",0.0599546
"full","30yr","female","total_cvd","missing_uacr",-0.0006181
"full","30yr","male","total_cvd","missing_uacr",0.0710124
"full","30yr","female","ascvd","missing_uacr",-0.0147785
"full","30yr","male","ascvd","missing_uacr",0.0252244
"full","30yr","female","heart_failure","missing_uacr",0.0167008
"full","30yr","male","heart_failure","missing_uacr",0.1274796
"full","30yr","female","chd","missing_uacr",0.0116095
"full","30yr","male","chd","missing_uacr",0.0362993
"full","30yr","female","stroke","missing_uacr",-0.0463426
"full","30yr","male","stroke","missing_uacr",0.0124922
"full","30yr","female","total_cvd","hba1c_dm",0.0925285
"full","30yr","male","total_cvd","hba1c_dm",0.0676202
"full","30yr","female","ascvd","hba1c_dm",0.0794709
"full","30yr","male","ascvd","hba1c_dm",0.0501422
"full","30yr","female","heart_failure","hba1c_dm",0.1378342
"full","30yr","male","heart_failure","hba1c_dm",0.0985062
"full","30yr","female","chd","hba1c_dm",0.1200107
"full","30yr","male","chd","hba1c_dm",0.0656365
"full","30yr","female","stroke","hba1c_dm",0.0451134
"full","30yr","male","stroke","hba1c_dm",0.0353323
"full","30yr","female","total_cvd","hba1c_no_dm",0.0975598
"full","30yr","male","total_cvd","hba1c_no_dm",0.063409
"full","30yr","female","ascvd","hba1c_no_dm",0.1002615
"full","30yr","male","ascvd","hba1c_no_dm",0.0722905
"full","30yr","female","heart_failure","hba1c_no_dm",0.1138832
"full","30yr","male","heart_failure","hba1c_no_dm",0.0804844
"full","30yr","female","chd","hba1c_no_dm",0.1162423
"full","30yr","male","chd","hba1c_no_dm",0.0621508
"full","30yr","female","stroke","hba1c_no_dm",0.0924872
"full","30yr","male","stroke","hba1c_no_dm",0.0804095
"full","30yr","female","total_cvd","missing_hba1c",0.0101713
"full","30yr","male","total_cvd","missing_hba1c",0.0038783
"full","30yr","female","ascvd","missing_hba1c",0.017301
"full","30yr","male","ascvd","missing_hba1c",0.0114945
"full","30yr","female","heart_failure","missing_hba1c",0.0138979
"full","30yr","male","heart_failure","missing_hba1c",0.0022806
"full","30yr","female","chd","missing_hba1c",0.0378343
"full","30yr","male","chd","missing_hba1c",0.0457156
"full","30yr","female","stroke","missing_hba1c",-0.0068354
"full","30yr","male","stroke","missing_hba1c",-0.0410015
"full","30yr","female","total_cvd","constant",-1.748475
"full","30yr","male","total_cvd","constant",-1.504558
"full","30yr","female","ascvd","constant",-2.314066
"full","30yr","male","ascvd","constant",-1.985368
"full","30yr","female","heart_failure","constant",-2.642208
"full","30yr","male","heart_failure","constant",-2.425439
"full","30yr","female","chd","constant",-3.099189
"full","30yr","male","chd","constant",-2.643083
"full","30yr","female","stroke","constant",-2.858449
"full","30yr","male","stroke","constant",-2.713952
